member_name_original,member_name_normalized,member_name_display,party,matched,match_type,confidence,matched_candidate_name_original,matched_candidate_name_normalized,matched_candidate_name_display,election_year,election_file,notes
"Cannon, Chris",chris cannon,Chris Cannon,Republican,yes,exact,100,Chris Cannon,chris cannon,Chris Cannon,1996,congressional_elections_1996.csv,
"Chocola, Chris",chris chocola,Chris Chocola,Republican,yes,exact,100,Chris Chocola,chris chocola,Chris Chocola,2000,congressional_elections_2000.csv,
"Collins, Chris",chris collins,Chris Collins,Republican,yes,exact,100,Chris Collins,chris collins,Chris Collins,2012,congressional_elections_2012.csv,
"Jacobs, Chris",chris jacobs,Chris Jacobs,Republican,yes,exact,100,Chris Jacobs,chris jacobs,Chris Jacobs,2020,congressional_elections_2020.csv,
"Pappas, Chris",chris pappas,Chris Pappas,Democratic,yes,exact,100,Chris Pappas,chris pappas,Chris Pappas,2018,congressional_elections_2018.csv,
"Stewart, Chris",chris stewart,Chris Stewart,Republican,yes,exact,100,Chris Stewart,chris stewart,Chris Stewart,2012,congressional_elections_2012.csv,
"Van Hollen, Chris",chris van hollen,Chris Van Hollen,Democratic,yes,exact,100,"Chris Van Hollen, Jr.",chris van hollen,Chris Van Hollen,2002,congressional_elections_2002.csv,
"Van Hollen, Chris",chris van hollen,Chris Van Hollen,Democratic,yes,exact,100,"Chris Van Hollen, Jr.",chris van hollen,Chris Van Hollen,2002,congressional_elections_2002.csv,
"Houlahan, Chrissy",chrissy houlahan,Chrissy Houlahan,Democratic,yes,exact,100,Chrissy Houlahan,chrissy houlahan,Chrissy Houlahan,2018,congressional_elections_2018.csv,
"Cox, Christopher",christopher cox,Christopher Cox,Republican,yes,exact,100,Christopher Cox,christopher cox,Christopher Cox,1992,congressional_elections_1992.csv,
"John, Christopher",christopher john,Christopher John,Democratic,yes,exact,100,Christopher John,christopher john,Christopher John,1996,congressional_elections_1996.csv,
"Shays, Christopher",christopher shays,Christopher Shays,Republican,yes,exact,100,Christopher Shays,christopher shays,Christopher Shays,1992,congressional_elections_1992.csv,
"Edwards, Chuck",chuck edwards,Chuck Edwards,Republican,yes,exact,100,Chuck Edwards,chuck edwards,Chuck Edwards,2022,congressional_elections_2022.csv,
"Grassley, Chuck",chuck grassley,Chuck Grassley,Republican,yes,exact,100,Chuck Grassley,chuck grassley,Chuck Grassley,1992,congressional_elections_1992.csv,
"Grassley, Chuck",chuck grassley,Chuck Grassley,Republican,yes,exact,100,Chuck Grassley,chuck grassley,Chuck Grassley,1992,congressional_elections_1992.csv,
"Hyde-Smith, Cindy",cindy hyde smith,Cindy Hyde Smith,Republican,yes,exact,100,Cindy Hyde-Smith,cindy hyde smith,Cindy Hyde Smith,2018,congressional_elections_2018.csv,
"McCaskill, Claire",claire mccaskill,Claire Mccaskill,Democratic,yes,exact,100,Claire McCaskill,claire mccaskill,Claire Mccaskill,2006,congressional_elections_2006.csv,
"Tenney, Claudia",claudia tenney,Claudia Tenney,Republican,yes,exact,100,Claudia Tenney,claudia tenney,Claudia Tenney,2016,congressional_elections_2016.csv,
"Tenney, Claudia",claudia tenney,Claudia Tenney,Republican,yes,exact,100,Claudia Tenney,claudia tenney,Claudia Tenney,2016,congressional_elections_2016.csv,
"Higgins, Clay",clay higgins,Clay Higgins,Republican,yes,exact,100,Clay Higgins,clay higgins,Clay Higgins,2016,congressional_elections_2016.csv,
"Fields, Cleo",cleo fields,Cleo Fields,Democratic,yes,exact,100,Cleo Fields,cleo fields,Cleo Fields,1992,congressional_elections_1992.csv,
"Fields, Cleo",cleo fields,Cleo Fields,Democratic,yes,exact,100,Cleo Fields,cleo fields,Cleo Fields,1992,congressional_elections_1992.csv,
"Bentz, Cliff",cliff bentz,Cliff Bentz,Republican,yes,exact,100,Cliff Bentz,cliff bentz,Cliff Bentz,2020,congressional_elections_2020.csv,
"Stearns, Cliff",cliff stearns,Cliff Stearns,Republican,yes,exact,100,Cliff Stearns,cliff stearns,Cliff Stearns,1992,congressional_elections_1992.csv,
"Holloway, Clyde",clyde holloway,Clyde Holloway,Republican,yes,exact,100,Clyde Holloway,clyde holloway,Clyde Holloway,1992,congressional_elections_1992.csv,
"Hanabusa, Colleen",colleen hanabusa,Colleen Hanabusa,Democratic,yes,exact,100,Colleen Hanabusa,colleen hanabusa,Colleen Hanabusa,2010,congressional_elections_2010.csv,
"Conway, Connie",connie conway,Connie Conway,Republican,yes,exact,100,Connie Conway,connie conway,Connie Conway,2022,congressional_elections_2022.csv,
"Mack, Connie",connie mack,Connie Mack,Republican,yes,exact,100,Connie Mack,connie mack,Connie Mack,1994,congressional_elections_1994.csv,
"Mack, Connie, III",connie mack,Connie Mack,Republican,yes,exact,100,Connie Mack,connie mack,Connie Mack,1994,congressional_elections_1994.csv,
"Mack, Connie, III",connie mack,Connie Mack,Republican,yes,exact,100,Connie Mack,connie mack,Connie Mack,1994,congressional_elections_1994.csv,
"Lamb, Conor",conor lamb,Conor Lamb,Democratic,yes,exact,100,Conor Lamb,conor lamb,Conor Lamb,2018,congressional_elections_2018.csv,
"Bush, Cori",cori bush,Cori Bush,Democratic,yes,exact,100,Cori Bush,cori bush,Cori Bush,2020,congressional_elections_2020.csv,
"Brown, Corrine",corrine brown,Corrine Brown,Democratic,yes,exact,100,Corrine Brown,corrine brown,Corrine Brown,1992,congressional_elections_1992.csv,
"Gardner, Cory",cory gardner,Cory Gardner,Republican,yes,exact,100,Cory Gardner,cory gardner,Cory Gardner,2010,congressional_elections_2010.csv,
"Gardner, Cory",cory gardner,Cory Gardner,Republican,yes,exact,100,Cory Gardner,cory gardner,Cory Gardner,2010,congressional_elections_2010.csv,
"Mills, Cory",cory mills,Cory Mills,Republican,yes,exact,100,Cory Mills,cory mills,Cory Mills,2022,congressional_elections_2022.csv,
"Thomas, Craig",craig thomas,Craig Thomas,Republican,yes,exact,100,Craig Thomas,craig thomas,Craig Thomas,1992,congressional_elections_1992.csv,
"Thomas, Craig",craig thomas,Craig Thomas,Republican,yes,exact,100,Craig Thomas,craig thomas,Craig Thomas,1992,congressional_elections_1992.csv,
"Hardy, Cresent",cresent hardy,Cresent Hardy,Republican,yes,exact,100,Cresent Hardy,cresent hardy,Cresent Hardy,2014,congressional_elections_2014.csv,
"Clawson, Curt",curt clawson,Curt Clawson,Republican,yes,exact,100,Curt Clawson,curt clawson,Curt Clawson,2014,congressional_elections_2014.csv,
"Bumpers, Dale",dale bumpers,Dale Bumpers,Democratic,yes,exact,100,Dale Bumpers,dale bumpers,Dale Bumpers,1992,congressional_elections_1992.csv,
"Benishek, Dan",dan benishek,Dan Benishek,Republican,yes,exact,100,Dan Benishek,dan benishek,Dan Benishek,2010,congressional_elections_2010.csv,
"Bishop, Dan",dan bishop,Dan Bishop,Republican,yes,exact,100,Dan Bishop,dan bishop,Dan Bishop,2019,congressional_elections_2019.csv,
"Boren, Dan",dan boren,Dan Boren,Democratic,yes,exact,100,Dan Boren,dan boren,Dan Boren,2004,congressional_elections_2004.csv,
"Burton, Dan",dan burton,Dan Burton,Republican,yes,exact,100,Dan Burton,dan burton,Dan Burton,1992,congressional_elections_1992.csv,
"Crenshaw, Dan",dan crenshaw,Dan Crenshaw,Republican,yes,exact,100,Dan Crenshaw,dan crenshaw,Dan Crenshaw,2018,congressional_elections_2018.csv,
"Frisa, Dan",dan frisa,Dan Frisa,Republican,yes,exact,100,Dan Frisa,dan frisa,Dan Frisa,1994,congressional_elections_1994.csv,
"Glickman, Dan",dan glickman,Dan Glickman,Democratic,yes,exact,100,Dan Glickman,dan glickman,Dan Glickman,1992,congressional_elections_1992.csv,
"Miller, Dan",dan miller,Dan Miller,Republican,yes,exact,100,Dan Miller,dan miller,Dan Miller,1992,congressional_elections_1992.csv,
"Newhouse, Dan",dan newhouse,Dan Newhouse,Republican,yes,exact,100,Dan Newhouse,dan newhouse,Dan Newhouse,2014,congressional_elections_2014.csv,
"Rostenkowski, Dan",dan rostenkowski,Dan Rostenkowski,Democratic,yes,exact,100,Dan Rostenkowski,dan rostenkowski,Dan Rostenkowski,1992,congressional_elections_1992.csv,
"Sullivan, Dan",dan sullivan,Dan Sullivan,Republican,yes,exact,100,Dan Sullivan,dan sullivan,Dan Sullivan,2014,congressional_elections_2014.csv,
"Rohrabacher, Dana",dana rohrabacher,Dana Rohrabacher,Republican,yes,exact,100,Dana Rohrabacher,dana rohrabacher,Dana Rohrabacher,1992,congressional_elections_1992.csv,
"Webster, Daniel",daniel webster,Daniel Webster,Republican,yes,exact,100,Daniel Webster,daniel webster,Daniel Webster,1992,congressional_elections_1992.csv,
"LaHood, Darin",darin lahood,Darin Lahood,Republican,yes,exact,100,Darin LaHood,darin lahood,Darin Lahood,2015,congressional_elections_2015.csv,
"Hooley, Darlene",darlene hooley,Darlene Hooley,Democratic,yes,exact,100,Darlene Hooley,darlene hooley,Darlene Hooley,1996,congressional_elections_1996.csv,
"Issa, Darrell",darrell issa,Darrell Issa,Republican,yes,exact,100,Darrell Issa,darrell issa,Darrell Issa,2000,congressional_elections_2000.csv,
"Issa, Darrell",darrell issa,Darrell Issa,Republican,yes,exact,100,Darrell Issa,darrell issa,Darrell Issa,2000,congressional_elections_2000.csv,
"Soto, Darren",darren soto,Darren Soto,Democratic,yes,exact,100,Darren Soto,darren soto,Darren Soto,2016,congressional_elections_2016.csv,
"Brat, Dave",dave brat,Dave Brat,Republican,yes,exact,100,Dave Brat,dave brat,Dave Brat,2014,congressional_elections_2014.csv,
"Camp, Dave",dave camp,Dave Camp,Republican,yes,exact,100,Dave Camp,dave camp,Dave Camp,1992,congressional_elections_1992.csv,
"McCurdy, Dave",dave mccurdy,Dave Mccurdy,Democratic,yes,exact,100,Dave McCurdy,dave mccurdy,Dave Mccurdy,1992,congressional_elections_1992.csv,
"Min, Dave",dave min,Dave Min,Democratic,yes,exact,100,Dave Min,dave min,Dave Min,2024,congressional_elections_2024.csv,
"Davis, David",david davis,David Davis,Republican,yes,exact,100,David Davis,david davis,David Davis,1992,congressional_elections_1992.csv,
"Dreier, David",david dreier,David Dreier,Republican,yes,exact,100,David Dreier,david dreier,David Dreier,1992,congressional_elections_1992.csv,
"Funderburk, David",david funderburk,David Funderburk,Republican,yes,exact,100,David Funderburk,david funderburk,David Funderburk,1994,congressional_elections_1994.csv,
"Kustoff, David",david kustoff,David Kustoff,Republican,yes,exact,100,David Kustoff,david kustoff,David Kustoff,2016,congressional_elections_2016.csv,
"Mann, David",david mann,David Mann,Democratic,yes,exact,100,David Mann,david mann,David Mann,1992,congressional_elections_1992.csv,
"McCormick, David",david mccormick,David Mccormick,Republican,yes,exact,100,David McCormick,david mccormick,David Mccormick,2024,congressional_elections_2024.csv,
"Minge, David",david minge,David Minge,Democratic,yes,exact,100,David Minge,david minge,David Minge,1992,congressional_elections_1992.csv,
"Perdue, David",david perdue,David Perdue,Republican,yes,exact,100,David Perdue,david perdue,David Perdue,2014,congressional_elections_2014.csv,
"Rivera, David",david rivera,David Rivera,Republican,yes,exact,100,David Rivera,david rivera,David Rivera,2010,congressional_elections_2010.csv,
"Rouzer, David",david rouzer,David Rouzer,Republican,yes,exact,100,David Rouzer,david rouzer,David Rouzer,2012,congressional_elections_2012.csv,
"Schweikert, David",david schweikert,David Schweikert,Republican,yes,exact,100,David Schweikert,david schweikert,David Schweikert,2008,congressional_elections_2008.csv,
"Scott, David",david scott,David Scott,Democratic,yes,exact,100,David Scott,david scott,David Scott,2002,congressional_elections_2002.csv,
"Vitter, David",david vitter,David Vitter,Republican,yes,exact,100,David Vitter,david vitter,David Vitter,1999,congressional_elections_1999.csv,
"Vitter, David",david vitter,David Vitter,Republican,yes,exact,100,David Vitter,david vitter,David Vitter,1999,congressional_elections_1999.csv,
"Wu, David",david wu,David Wu,Democratic,yes,exact,100,David Wu,david wu,David Wu,1998,congressional_elections_1998.csv,
"Young, David",david young,David Young,Republican,yes,exact,100,David Young,david young,David Young,1998,congressional_elections_1998.csv,
"Heller, Dean",dean heller,Dean Heller,Republican,yes,exact,100,Dean Heller,dean heller,Dean Heller,2006,congressional_elections_2006.csv,
"Heller, Dean",dean heller,Dean Heller,Republican,yes,exact,100,Dean Heller,dean heller,Dean Heller,2006,congressional_elections_2006.csv,
"Phillips, Dean",dean phillips,Dean Phillips,Democratic,yes,exact,100,Dean Phillips,dean phillips,Dean Phillips,2018,congressional_elections_2018.csv,
"Fischer, Deb",deb fischer,Deb Fischer,Republican,yes,exact,100,Deb Fischer,deb fischer,Deb Fischer,2012,congressional_elections_2012.csv,
"Dingell, Debbie",debbie dingell,Debbie Dingell,Democratic,yes,exact,100,Debbie Dingell,debbie dingell,Debbie Dingell,2014,congressional_elections_2014.csv,
"Lesko, Debbie",debbie lesko,Debbie Lesko,Republican,yes,exact,100,Debbie Lesko,debbie lesko,Debbie Lesko,2018,congressional_elections_2018.csv,
"Mucarsel-Powell, Debbie",debbie mucarsel powell,Debbie Mucarsel Powell,Democratic,yes,exact,100,Debbie Mucarsel-Powell,debbie mucarsel powell,Debbie Mucarsel Powell,2018,congressional_elections_2018.csv,
"Stabenow, Debbie",debbie stabenow,Debbie Stabenow,Democratic,yes,exact,100,Debbie Stabenow,debbie stabenow,Debbie Stabenow,1996,congressional_elections_1996.csv,
"Stabenow, Debbie",debbie stabenow,Debbie Stabenow,Democratic,yes,exact,100,Debbie Stabenow,debbie stabenow,Debbie Stabenow,1996,congressional_elections_1996.csv,
"Wasserman Schultz, Debbie",debbie wasserman schultz,Debbie Wasserman Schultz,Democratic,yes,exact,100,Debbie Wasserman Schultz,debbie wasserman schultz,Debbie Wasserman Schultz,2004,congressional_elections_2004.csv,
"Pryce, Deborah",deborah pryce,Deborah Pryce,Republican,yes,exact,100,Deborah Pryce,deborah pryce,Deborah Pryce,1992,congressional_elections_1992.csv,
"Moore, Dennis",dennis moore,Dennis Moore,Democratic,yes,exact,100,Dennis Moore,dennis moore,Dennis Moore,1998,congressional_elections_1998.csv,
"Heck, Denny",denny heck,Denny Heck,Democratic,yes,exact,100,Denny Heck,denny heck,Denny Heck,2010,congressional_elections_2010.csv,
"Rehberg, Denny",denny rehberg,Denny Rehberg,Republican,yes,exact,100,Denny Rehberg,denny rehberg,Denny Rehberg,2000,congressional_elections_2000.csv,
"Riggleman, Denver",denver riggleman,Denver Riggleman,Republican,yes,exact,100,Denver Riggleman III,denver riggleman,Denver Riggleman,2018,congressional_elections_2018.csv,
"Kilmer, Derek",derek kilmer,Derek Kilmer,Democratic,yes,exact,100,Derek Kilmer,derek kilmer,Derek Kilmer,2012,congressional_elections_2012.csv,
"Schmidt, Derek",derek schmidt,Derek Schmidt,Republican,yes,exact,100,Derek Schmidt,derek schmidt,Derek Schmidt,2024,congressional_elections_2024.csv,
"Tran, Derek",derek tran,Derek Tran,Democratic,yes,exact,100,Derek Tran,derek tran,Derek Tran,2024,congressional_elections_2024.csv,
"Van Orden, Derrick",derrick van orden,Derrick Van Orden,Republican,yes,exact,100,Derrick Van Orden,derrick van orden,Derrick Van Orden,2020,congressional_elections_2020.csv,
"Nunes, Devin",devin nunes,Devin Nunes,Republican,yes,exact,100,Devin Nunes,devin nunes,Devin Nunes,2002,congressional_elections_2002.csv,
"DeGette, Diana",diana degette,Diana Degette,Democratic,yes,exact,100,Diana DeGette,diana degette,Diana Degette,1996,congressional_elections_1996.csv,
"Harshbarger, Diana",diana harshbarger,Diana Harshbarger,Republican,yes,exact,100,Diana Harshbarger,diana harshbarger,Diana Harshbarger,2020,congressional_elections_2020.csv,
"Black, Diane",diane black,Diane Black,Republican,yes,exact,100,Diane Black,diane black,Diane Black,2010,congressional_elections_2010.csv,
"Feinstein, Dianne",dianne feinstein,Dianne Feinstein,Democratic,yes,exact,100,Dianne Feinstein,dianne feinstein,Dianne Feinstein,1992,congressional_elections_1992.csv,
"Chrysler, Dick",dick chrysler,Dick Chrysler,Republican,yes,exact,100,Dick Chrysler,dick chrysler,Dick Chrysler,1992,congressional_elections_1992.csv,
"Swett, Dick",dick swett,Dick Swett,Democratic,yes,exact,100,Dick Swett,dick swett,Dick Swett,1992,congressional_elections_1992.csv,
"Titus, Dina",dina titus,Dina Titus,Democratic,yes,exact,100,Dina Titus,dina titus,Dina Titus,2008,congressional_elections_2008.csv,
"Titus, Dina",dina titus,Dina Titus,Democratic,yes,exact,100,Dina Titus,dina titus,Dina Titus,2008,congressional_elections_2008.csv,
"Kempthorne, Dirk",dirk kempthorne,Dirk Kempthorne,Republican,yes,exact,100,Dirk Kempthorne,dirk kempthorne,Dirk Kempthorne,1992,congressional_elections_1992.csv,
"Hastings, Doc",doc hastings,Doc Hastings,Republican,yes,exact,100,Doc Hastings,doc hastings,Doc Hastings,1992,congressional_elections_1992.csv,
"Edwards, Don",don edwards,Don Edwards,Democratic,yes,exact,100,Don Edwards,don edwards,Don Edwards,1992,congressional_elections_1992.csv,
"Johnson, Don",don johnson,Don Johnson,Democratic,yes,exact,100,Don Johnson,don johnson,Don Johnson,1992,congressional_elections_1992.csv,
"Nickles, Don",don nickles,Don Nickles,Republican,yes,exact,100,Don Nickles,don nickles,Don Nickles,1992,congressional_elections_1992.csv,
"Ritter, Don",don ritter,Don Ritter,Republican,yes,exact,100,Don Ritter,don ritter,Don Ritter,1992,congressional_elections_1992.csv,
"Sundquist, Don",don sundquist,Don Sundquist,Republican,yes,exact,100,Don Sundquist,don sundquist,Don Sundquist,1992,congressional_elections_1992.csv,
"Norcross, Donald",donald norcross,Donald Norcross,Democratic,yes,exact,100,Donald Norcross,donald norcross,Donald Norcross,2014,congressional_elections_2014.csv,
"Collins, Doug",doug collins,Doug Collins,Republican,yes,exact,100,Doug Collins,doug collins,Doug Collins,2012,congressional_elections_2012.csv,
"Jones, Doug",doug jones,Doug Jones,Democratic,yes,exact,100,Doug Jones,doug jones,Doug Jones,1992,congressional_elections_1992.csv,
"LaMalfa, Doug",doug lamalfa,Doug Lamalfa,Republican,yes,exact,100,Doug LaMalfa,doug lamalfa,Doug Lamalfa,2012,congressional_elections_2012.csv,
"Lamborn, Doug",doug lamborn,Doug Lamborn,Republican,yes,exact,100,Doug Lamborn,doug lamborn,Doug Lamborn,2006,congressional_elections_2006.csv,
"Ose, Doug",doug ose,Doug Ose,Republican,yes,exact,100,Doug Ose,doug ose,Doug Ose,1998,congressional_elections_1998.csv,
"Applegate, Douglas",douglas applegate,Douglas Applegate,Democratic,yes,exact,100,Douglas Applegate,douglas applegate,Douglas Applegate,1992,congressional_elections_1992.csv,
"Hunter, Duncan",duncan hunter,Duncan Hunter,Republican,yes,exact,100,Duncan Hunter,duncan hunter,Duncan Hunter,1992,congressional_elections_1992.csv,
"Johnson, Dusty",dusty johnson,Dusty Johnson,Republican,yes,exact,100,Dusty Johnson,dusty johnson,Dusty Johnson,2018,congressional_elections_2018.csv,
"Evans, Dwight",dwight evans,Dwight Evans,Democratic,yes,exact,100,Dwight Evans,dwight evans,Dwight Evans,2016,congressional_elections_2016.csv,
"Shaw, E. Clay, Jr.",e clay shaw,E Clay Shaw,Republican,yes,exact,100,"E. Clay Shaw, Jr.",e clay shaw,E Clay Shaw,1992,congressional_elections_1992.csv,
"Blumenauer, Earl",earl blumenauer,Earl Blumenauer,Democratic,yes,exact,100,Earl Blumenauer,earl blumenauer,Earl Blumenauer,1996,congressional_elections_1996.csv,
"Hutto, Earl",earl hutto,Earl Hutto,Democratic,yes,exact,100,Earl Hutto,earl hutto,Earl Hutto,1992,congressional_elections_1992.csv,
